Plot-Titel: GeN-2693 ,,,,,
Anz.,Date,Time,Temp,Event,Precip
5984,2021-05-29,3:25:52,8.182,,
5985,2021-05-29,3:35:52,8.082,,
5986,2021-05-29,3:45:52,8.082,,
5987,2021-05-29,3:55:52,8.082,,
5988,2021-05-29,4:05:52,7.983,,
5989,2021-05-29,4:15:52,7.882,,
5990,2021-05-29,4:25:52,7.481,,
5991,2021-05-29,4:35:52,7.179,,
5992,2021-05-29,4:45:52,6.775,,
5993,2021-05-29,4:55:52,6.674,,
5994,2021-05-29,5:05:52,6.573,,
5995,2021-05-29,5:15:52,6.471,,
5996,2021-05-29,5:25:52,6.471,,
5997,2021-05-29,5:35:52,6.471,,
5998,2021-05-29,5:45:52,6.573,,
5999,2021-05-29,5:55:52,6.674,,
6000,2021-05-29,6:05:52,6.775,,
6001,2021-05-29,6:15:52,6.978,,
6002,2021-05-29,6:25:52,7.481,,
6003,2021-05-29,6:35:52,7.983,,
6004,2021-05-29,6:45:52,8.581,,
6005,2021-05-29,6:55:52,9.077,,
6006,2021-05-29,7:05:52,9.669,,
6007,2021-05-29,7:15:52,10.259,,
6008,2021-05-29,7:25:52,10.944,,
6009,2021-05-29,7:35:52,11.625,,
6010,2021-05-29,7:45:52,12.304,,
6011,2021-05-29,7:55:52,12.883,,
6012,2021-05-29,8:05:52,13.461,,
6013,2021-05-29,8:15:52,14.134,,
6014,2021-05-29,8:25:52,15.76,,
6015,2021-05-29,8:35:52,18.045,,
6016,2021-05-29,8:45:52,19.662,,
6017,2021-05-29,8:55:52,20.996,,
6018,2021-05-29,9:05:52,21.855,,
6019,2021-05-29,9:15:52,22.621,,
6020,2021-05-29,9:25:52,23.1,,
6021,2021-05-29,9:35:52,23.388,,
6022,2021-05-29,9:45:52,23.677,,
6023,2021-05-29,9:55:52,24.062,,
6024,2021-05-29,10:05:52,24.351,,
6025,2021-05-29,10:15:52,24.641,,
6026,2021-05-29,10:25:52,25.125,,
6027,2021-05-29,10:35:52,25.028,,
6028,2021-05-29,10:45:52,24.931,,
6029,2021-05-29,10:55:52,24.931,,
6030,2021-05-29,11:05:52,25.513,,
6031,2021-05-29,11:15:52,24.931,,
6032,2021-05-29,11:25:52,22.717,,
6033,2021-05-29,11:35:52,21.569,,
6034,2021-05-29,11:45:52,21.664,,
6035,2021-05-29,11:55:52,23.484,,
6036,2021-05-29,12:05:52,22.238,,
6037,2021-05-29,12:15:52,21.569,,
6038,2021-05-29,12:25:52,22.908,,
6039,2021-05-29,12:35:52,23.196,,
6040,2021-05-29,12:45:52,23.773,,
6041,2021-05-29,12:55:52,23.966,,
6042,2021-05-29,13:05:52,23.581,,
6043,2021-05-29,13:15:52,24.158,,
6044,2021-05-29,13:25:52,24.351,,
6045,2021-05-29,13:35:52,25.125,,
6046,2021-05-29,13:45:52,24.351,,
6047,2021-05-29,13:55:52,25.125,,
6048,2021-05-29,14:05:52,25.902,,
6049,2021-05-29,14:15:52,24.545,,
6050,2021-05-29,14:25:52,26,,
6051,2021-05-29,14:35:52,23.773,,
6052,2021-05-29,14:45:52,22.333,,
6053,2021-05-29,14:55:52,23.292,,
6054,2021-05-29,15:05:52,24.835,,
6055,2021-05-29,15:15:52,25.805,,
6056,2021-05-29,15:25:52,24.158,,
6057,2021-05-29,15:35:52,23.966,,
6058,2021-05-29,15:45:52,25.222,,
6059,2021-05-29,15:55:52,23.869,,
6060,2021-05-29,16:05:52,23.388,,
6061,2021-05-29,16:15:52,23.966,,
6062,2021-05-29,16:25:52,24.351,,
6063,2021-05-29,16:35:52,24.738,,
6064,2021-05-29,16:45:52,25.222,,
6065,2021-05-29,16:55:52,25.222,,
6066,2021-05-29,17:05:52,23.484,,
6067,2021-05-29,17:15:52,21.664,,
6068,2021-05-29,17:25:52,20.234,,
6069,2021-05-29,17:35:52,20.424,,
6070,2021-05-29,17:45:52,21.378,,
6071,2021-05-29,17:55:52,21.76,,
6072,2021-05-29,18:05:52,22.238,,
6073,2021-05-29,18:15:52,20.996,,
6074,2021-05-29,18:25:52,19.567,,
6075,2021-05-29,18:35:52,20.043,,
6076,2021-05-29,18:45:52,20.996,,
6077,2021-05-29,18:55:52,21.187,,
6078,2021-05-29,19:05:52,20.519,,
6079,2021-05-29,19:15:52,19.472,,
6080,2021-05-29,19:25:52,18.616,,
6081,2021-05-29,19:35:52,17.57,,
6082,2021-05-29,19:45:52,16.523,,
6083,2021-05-29,19:55:52,15.76,,
6084,2021-05-29,20:05:52,15.187,,
6085,2021-05-29,20:15:52,14.804,,
6086,2021-05-29,20:25:52,14.421,,
6087,2021-05-29,20:35:52,13.846,,
6088,2021-05-29,20:45:52,13.076,,
6089,2021-05-29,20:55:52,12.207,,
6090,2021-05-29,21:05:52,11.334,,
6091,2021-05-29,21:15:52,10.455,,
6092,2021-05-29,21:25:52,9.669,,
6093,2021-05-29,21:35:52,8.978,,
6094,2021-05-29,21:45:52,8.382,,
6095,2021-05-29,21:55:52,7.882,,
6096,2021-05-29,22:05:52,7.582,,
6097,2021-05-29,22:15:52,7.28,,
6098,2021-05-29,22:25:52,7.079,,
6099,2021-05-29,22:35:52,6.775,,
6100,2021-05-29,22:45:52,6.573,,
6101,2021-05-29,22:55:52,6.37,,
6102,2021-05-29,23:05:52,6.166,,
6103,2021-05-29,23:15:52,5.962,,
6104,2021-05-29,23:25:52,5.86,,
6105,2021-05-29,23:35:52,5.655,,
6106,2021-05-29,23:45:52,5.45,,
6107,2021-05-29,23:55:52,5.347,,
6108,2021-05-30,0:05:52,5.244,,
6109,2021-05-30,0:15:52,5.037,,
6110,2021-05-30,0:25:52,4.934,,
6111,2021-05-30,0:35:52,4.727,,
6112,2021-05-30,0:45:52,4.727,,
6113,2021-05-30,0:55:52,4.623,,
6114,2021-05-30,1:05:52,4.519,,
6115,2021-05-30,1:15:52,4.311,,
6116,2021-05-30,1:25:52,4.311,,
6117,2021-05-30,1:35:52,4.311,,
6118,2021-05-30,1:45:52,4.311,,
6119,2021-05-30,1:55:52,4.207,,
6120,2021-05-30,2:05:52,4.102,,
6121,2021-05-30,2:15:52,4.207,,
6122,2021-05-30,2:25:52,4.519,,
6123,2021-05-30,2:35:52,4.727,,
6124,2021-05-30,2:45:52,4.831,,
6125,2021-05-30,2:55:52,4.831,,
6126,2021-05-30,3:05:52,4.831,,
6127,2021-05-30,3:15:52,4.831,,
6128,2021-05-30,3:25:52,4.934,,
6129,2021-05-30,3:35:52,4.934,,
6130,2021-05-30,3:45:52,4.727,,
6131,2021-05-30,3:55:52,4.623,,
6132,2021-05-30,4:05:52,4.519,,
6133,2021-05-30,4:15:52,4.519,,
6134,2021-05-30,4:25:52,4.623,,
6135,2021-05-30,4:35:52,4.519,,
6136,2021-05-30,4:45:52,4.415,,
6137,2021-05-30,4:55:52,4.311,,
6138,2021-05-30,5:05:52,4.102,,
6139,2021-05-30,5:15:52,3.893,,
6140,2021-05-30,5:25:52,3.683,,
6141,2021-05-30,5:35:52,3.578,,
6142,2021-05-30,5:45:52,3.472,,
6143,2021-05-30,5:55:52,3.472,,
6144,2021-05-30,6:05:52,3.683,,
6145,2021-05-30,6:15:52,4.207,,
6146,2021-05-30,6:25:52,5.037,,
6147,2021-05-30,6:35:52,5.86,,
6148,2021-05-30,6:45:52,6.674,,
6149,2021-05-30,6:55:52,7.481,,
6150,2021-05-30,7:05:52,8.182,,
6151,2021-05-30,7:15:52,8.879,,
6152,2021-05-30,7:25:52,9.373,,
6153,2021-05-30,7:35:52,9.768,,
6154,2021-05-30,7:45:52,10.063,,
6155,2021-05-30,7:55:52,10.161,,
6156,2021-05-30,8:05:52,10.357,,
6157,2021-05-30,8:15:52,10.944,,
6158,2021-05-30,8:25:52,12.401,,
6159,2021-05-30,8:35:52,14.709,,
6160,2021-05-30,8:45:52,16.808,,
6161,2021-05-30,8:55:52,18.236,,
6162,2021-05-30,9:05:52,19.377,,
6163,2021-05-30,9:15:52,20.329,,
6164,2021-05-30,9:25:52,20.901,,
6165,2021-05-30,9:35:52,21.378,,
6166,2021-05-30,9:45:52,21.951,,
6167,2021-05-30,9:55:52,22.238,,
6168,2021-05-30,10:05:52,22.429,,
6169,2021-05-30,10:15:52,22.333,,
6170,2021-05-30,10:25:52,22.333,,
6171,2021-05-30,10:35:52,22.717,,
6172,2021-05-30,10:45:52,23.196,,
6173,2021-05-30,10:55:52,23.869,,
6174,2021-05-30,11:05:52,23.869,,
6175,2021-05-30,11:15:52,24.255,,
6176,2021-05-30,11:25:52,24.931,,
6177,2021-05-30,11:35:52,23.773,,
6178,2021-05-30,11:45:52,21.091,,
6179,2021-05-30,11:55:52,19.662,,
6180,2021-05-30,12:05:52,18.996,,
6181,2021-05-30,12:15:52,19.092,,
6182,2021-05-30,12:25:52,20.519,,
6183,2021-05-30,12:35:52,21.282,,
6184,2021-05-30,12:45:52,20.519,,
6185,2021-05-30,12:55:52,21.855,,
6186,2021-05-30,13:05:52,23.677,,
6187,2021-05-30,13:15:52,24.448,,
6188,2021-05-30,13:25:52,25.902,,
6189,2021-05-30,13:35:52,24.738,,
6190,2021-05-30,13:45:52,23.004,,
6191,2021-05-30,13:55:52,23.004,,
6192,2021-05-30,14:05:52,23.966,,
6193,2021-05-30,14:15:52,24.835,,
6194,2021-05-30,14:25:52,25.61,,
6195,2021-05-30,14:35:52,25.708,,
6196,2021-05-30,14:45:52,25.708,,
6197,2021-05-30,14:55:52,25.805,,
6198,2021-05-30,15:05:52,25.319,,
6199,2021-05-30,15:15:52,25.319,,
6200,2021-05-30,15:25:52,24.641,,
6201,2021-05-30,15:35:52,24.931,,
6202,2021-05-30,15:45:52,25.708,,
6203,2021-05-30,15:55:52,25.902,,
6204,2021-05-30,16:05:52,26,,
6205,2021-05-30,16:15:52,25.805,,
6206,2021-05-30,16:25:52,24.738,,
6207,2021-05-30,16:35:52,24.158,,
6208,2021-05-30,16:45:52,23.196,,
6209,2021-05-30,16:55:52,23.677,,
6210,2021-05-30,17:05:52,23.004,,
6211,2021-05-30,17:15:52,22.908,,
6212,2021-05-30,17:25:52,23.292,,
6213,2021-05-30,17:35:52,23.484,,
6214,2021-05-30,17:45:52,23.869,,
6215,2021-05-30,17:55:52,23.581,,
6216,2021-05-30,18:05:52,23.292,,
6217,2021-05-30,18:15:52,23.1,,
6218,2021-05-30,18:25:52,22.717,,
6219,2021-05-30,18:35:52,22.142,,
6220,2021-05-30,18:45:52,22.142,,
6221,2021-05-30,18:55:52,22.046,,
6222,2021-05-30,19:05:52,21.378,,
6223,2021-05-30,19:15:52,20.138,,
6224,2021-05-30,19:25:52,19.092,,
6225,2021-05-30,19:35:52,18.236,,
6226,2021-05-30,19:45:52,17.094,,
6227,2021-05-30,19:55:52,16.141,,
6228,2021-05-30,20:05:52,15.569,,
6229,2021-05-30,20:15:52,14.996,,
6230,2021-05-30,20:25:52,14.325,,
6231,2021-05-30,20:35:52,13.846,,
6232,2021-05-30,20:45:52,13.173,,
6233,2021-05-30,20:55:52,12.497,,
6234,2021-05-30,21:05:52,12.013,,
6235,2021-05-30,21:15:52,11.431,,
6236,2021-05-30,21:25:52,10.944,,
6237,2021-05-30,21:35:52,10.357,,
6238,2021-05-30,21:45:52,9.571,,
6239,2021-05-30,21:55:52,8.779,,
6240,2021-05-30,22:05:52,8.082,,
6241,2021-05-30,22:15:52,7.582,,
6242,2021-05-30,22:25:52,7.28,,
6243,2021-05-30,22:35:52,6.877,,
6244,2021-05-30,22:45:52,6.471,,
6245,2021-05-30,22:55:52,6.166,,
6246,2021-05-30,23:05:52,5.962,,
6247,2021-05-30,23:15:52,5.655,,
6248,2021-05-30,23:25:52,5.45,,
6249,2021-05-30,23:35:52,5.347,,
6250,2021-05-30,23:45:52,5.244,,
6251,2021-05-30,23:55:52,5.141,,
6252,2021-05-31,0:05:52,5.037,,
6253,2021-05-31,0:15:52,5.037,,
6254,2021-05-31,0:25:52,4.934,,
6255,2021-05-31,0:35:52,4.934,,
6256,2021-05-31,0:45:52,4.831,,
6257,2021-05-31,0:55:52,4.623,,
6258,2021-05-31,1:05:52,4.415,,
6259,2021-05-31,1:15:52,4.207,,
6260,2021-05-31,1:25:52,3.998,,
6261,2021-05-31,1:35:52,3.788,,
6262,2021-05-31,1:45:52,3.578,,
6263,2021-05-31,1:55:52,3.367,,
6264,2021-05-31,2:05:52,3.155,,
6265,2021-05-31,2:15:52,3.049,,
6266,2021-05-31,2:25:52,2.943,,
6267,2021-05-31,2:35:52,2.943,,
6268,2021-05-31,2:45:52,2.943,,
6269,2021-05-31,2:55:52,2.837,,
6270,2021-05-31,3:05:52,2.73,,
6271,2021-05-31,3:15:52,2.624,,
6272,2021-05-31,3:25:52,2.517,,
6273,2021-05-31,3:35:52,2.303,,
6274,2021-05-31,3:45:52,2.195,,
6275,2021-05-31,3:55:52,2.088,,
6276,2021-05-31,4:05:52,1.98,,
6277,2021-05-31,4:15:52,1.872,,
6278,2021-05-31,4:25:52,1.656,,
6279,2021-05-31,4:35:52,1.656,,
6280,2021-05-31,4:45:52,1.656,,
6281,2021-05-31,4:55:52,1.764,,
6282,2021-05-31,5:05:52,1.764,,
6283,2021-05-31,5:15:52,1.656,,
6284,2021-05-31,5:25:52,1.656,,
6285,2021-05-31,5:35:52,1.656,,
6286,2021-05-31,5:45:52,1.656,,
6287,2021-05-31,5:55:52,1.872,,
6288,2021-05-31,6:05:52,2.41,,
6289,2021-05-31,6:15:52,3.155,,
6290,2021-05-31,6:25:52,4.102,,
6291,2021-05-31,6:35:52,4.934,,
6292,2021-05-31,6:45:52,5.757,,
6293,2021-05-31,6:55:52,6.37,,
6294,2021-05-31,7:05:52,7.079,,
6295,2021-05-31,7:15:52,7.782,,
6296,2021-05-31,7:25:52,8.382,,
6297,2021-05-31,7:35:52,8.779,,
6298,2021-05-31,7:45:52,9.077,,
6299,2021-05-31,7:55:52,9.571,,
6300,2021-05-31,8:05:52,10.357,,
6301,2021-05-31,8:15:52,11.625,,
6302,2021-05-31,8:25:52,13.654,,
6303,2021-05-31,8:35:52,16.237,,
6304,2021-05-31,8:45:52,17.95,,
6305,2021-05-31,8:55:52,19.282,,
6306,2021-05-31,9:05:52,20.234,,
6307,2021-05-31,9:15:52,21.187,,
6308,2021-05-31,9:25:52,21.855,,
6309,2021-05-31,9:35:52,22.142,,
6310,2021-05-31,9:45:52,22.238,,
6311,2021-05-31,9:55:52,22.142,,
6312,2021-05-31,10:05:52,22.142,,
6313,2021-05-31,10:15:52,22.525,,
6314,2021-05-31,10:25:52,22.812,,
6315,2021-05-31,10:35:52,23.1,,
6316,2021-05-31,10:45:52,23.388,,
6317,2021-05-31,10:55:52,23.484,,
6318,2021-05-31,11:05:52,23.581,,
6319,2021-05-31,11:15:52,23.773,,
6320,2021-05-31,11:25:52,24.062,,
6321,2021-05-31,11:35:52,23.484,,
6322,2021-05-31,11:45:52,22.621,,
6323,2021-05-31,11:55:52,22.046,,
6324,2021-05-31,12:05:52,21.76,,
6325,2021-05-31,12:15:52,22.142,,
6326,2021-05-31,12:25:52,22.142,,
6327,2021-05-31,12:35:52,22.046,,
6328,2021-05-31,12:45:52,22.142,,
6329,2021-05-31,12:55:52,22.525,,
6330,2021-05-31,13:05:52,22.717,,
6331,2021-05-31,13:15:52,23.004,,
6332,2021-05-31,13:25:52,23.292,,
6333,2021-05-31,13:35:52,23.196,,
6334,2021-05-31,13:45:52,23.388,,
6335,2021-05-31,13:55:52,23.196,,
6336,2021-05-31,14:05:52,23.388,,
6337,2021-05-31,14:15:52,23.869,,
6338,2021-05-31,14:25:52,23.484,,
6339,2021-05-31,14:35:52,23.581,,
6340,2021-05-31,14:45:52,23.869,,
6341,2021-05-31,14:55:52,24.062,,
6342,2021-05-31,15:05:52,24.062,,
6343,2021-05-31,15:15:52,24.255,,
6344,2021-05-31,15:25:52,24.158,,
6345,2021-05-31,15:35:52,24.351,,
6346,2021-05-31,15:45:52,24.448,,
6347,2021-05-31,15:55:52,24.545,,
6348,2021-05-31,16:05:52,24.545,,
6349,2021-05-31,16:15:52,24.641,,
6350,2021-05-31,16:25:52,24.738,,
6351,2021-05-31,16:35:52,24.545,,
6352,2021-05-31,16:45:52,24.255,,
6353,2021-05-31,16:55:52,23.869,,
6354,2021-05-31,17:05:52,23.966,,
6355,2021-05-31,17:15:52,24.062,,
6356,2021-05-31,17:25:52,23.966,,
6357,2021-05-31,17:35:52,23.869,,
6358,2021-05-31,17:45:52,23.581,,
6359,2021-05-31,17:55:52,23.484,,
6360,2021-05-31,18:05:52,23.484,,
6361,2021-05-31,18:15:52,23.388,,
6362,2021-05-31,18:25:52,23.1,,
6363,2021-05-31,18:35:52,22.908,,
6364,2021-05-31,18:45:52,22.812,,
6365,2021-05-31,18:55:52,22.429,,
6366,2021-05-31,19:05:52,22.046,,
6367,2021-05-31,19:15:52,21.664,,
6368,2021-05-31,19:25:52,21.282,,
6369,2021-05-31,19:35:52,20.615,,
6370,2021-05-31,19:45:52,19.187,,
6371,2021-05-31,19:55:52,17.95,,
6372,2021-05-31,20:05:52,16.999,,
6373,2021-05-31,20:15:52,16.332,,
6374,2021-05-31,20:25:52,15.855,,
6375,2021-05-31,20:35:52,15.473,,
6376,2021-05-31,20:45:52,14.996,,
6377,2021-05-31,20:55:52,14.613,,
6378,2021-05-31,21:05:52,14.134,,
6379,2021-05-31,21:15:52,13.558,,
6380,2021-05-31,21:25:52,12.497,,
6381,2021-05-31,21:35:52,11.431,,
6382,2021-05-31,21:45:52,10.357,,
6383,2021-05-31,21:55:52,9.571,,
6384,2021-05-31,22:05:52,8.978,,
6385,2021-05-31,22:15:52,8.481,,
6386,2021-05-31,22:25:52,8.082,,
6387,2021-05-31,22:35:52,7.983,,
6388,2021-05-31,22:45:52,7.983,,
6389,2021-05-31,22:55:52,7.983,,
6390,2021-05-31,23:05:52,7.882,,
6391,2021-05-31,23:15:52,7.682,,
6392,2021-05-31,23:25:52,7.582,,
6393,2021-05-31,23:35:52,7.381,,
6394,2021-05-31,23:45:52,7.28,,
6395,2021-05-31,23:55:52,7.079,,
6396,2021-06-01,0:05:52,7.079,,
6397,2021-06-01,0:15:52,6.877,,
6398,2021-06-01,0:25:52,6.471,,
6399,2021-06-01,0:35:52,6.064,,
6400,2021-06-01,0:45:52,5.86,,
6401,2021-06-01,0:55:52,5.655,,
6402,2021-06-01,1:05:52,5.552,,
6403,2021-06-01,1:15:52,5.45,,
6404,2021-06-01,1:25:52,5.45,,
6405,2021-06-01,1:35:52,5.552,,
6406,2021-06-01,1:45:52,5.552,,
6407,2021-06-01,1:55:52,5.45,,
6408,2021-06-01,2:05:52,5.347,,
6409,2021-06-01,2:15:52,5.244,,
6410,2021-06-01,2:25:52,5.244,,
6411,2021-06-01,2:35:52,5.347,,
6412,2021-06-01,2:45:52,5.244,,
6413,2021-06-01,2:55:52,5.244,,
6414,2021-06-01,3:05:52,5.141,,
6415,2021-06-01,3:15:52,5.037,,
6416,2021-06-01,3:25:52,4.934,,
6417,2021-06-01,3:35:52,4.831,,
6418,2021-06-01,3:45:52,4.727,,
6419,2021-06-01,3:55:52,4.519,,
6420,2021-06-01,4:05:52,4.415,,
6421,2021-06-01,4:15:52,4.311,,
6422,2021-06-01,4:25:52,4.102,,
6423,2021-06-01,4:35:52,3.998,,
6424,2021-06-01,4:45:52,3.998,,
6425,2021-06-01,4:55:52,3.893,,
6426,2021-06-01,5:05:52,3.893,,
6427,2021-06-01,5:15:52,3.788,,
6428,2021-06-01,5:25:52,3.683,,
6429,2021-06-01,5:35:52,3.472,,
6430,2021-06-01,5:45:52,3.261,,
6431,2021-06-01,5:55:52,3.578,,
6432,2021-06-01,6:05:52,4.519,,
6433,2021-06-01,6:15:52,5.655,,
6434,2021-06-01,6:25:52,6.978,,
6435,2021-06-01,6:35:52,8.282,,
6436,2021-06-01,6:45:52,9.965,,
6437,2021-06-01,6:55:52,11.722,,
6438,2021-06-01,7:05:52,12.98,,
6439,2021-06-01,7:15:52,13.846,,
6440,2021-06-01,7:25:52,14.517,,
6441,2021-06-01,7:35:52,15.187,,
6442,2021-06-01,7:45:52,15.569,,
6443,2021-06-01,7:55:52,15.855,,
6444,2021-06-01,8:05:52,16.046,,
6445,2021-06-01,8:15:52,16.618,,
6446,2021-06-01,8:25:52,17.57,,
6447,2021-06-01,8:35:52,18.426,,
6448,2021-06-01,8:45:52,19.282,,
6449,2021-06-01,8:55:52,19.853,,
6450,2021-06-01,9:05:52,20.424,,
6451,2021-06-01,9:15:52,20.71,,
6452,2021-06-01,9:25:52,21.091,,
6453,2021-06-01,9:35:52,21.473,,
6454,2021-06-01,9:45:52,21.664,,
6455,2021-06-01,9:55:52,21.76,,
6456,2021-06-01,10:05:52,21.951,,
6457,2021-06-01,10:15:52,22.142,,
6458,2021-06-01,10:25:52,22.333,,
6459,2021-06-01,10:35:52,22.142,,
6460,2021-06-01,10:45:52,22.142,,
6461,2021-06-01,10:55:52,22.333,,
6462,2021-06-01,11:05:52,22.621,,
6463,2021-06-01,11:15:52,22.908,,
6464,2021-06-01,11:25:52,23.196,,
6465,2021-06-01,11:35:52,23.196,,
6466,2021-06-01,11:45:52,23.484,,
6467,2021-06-01,11:55:52,23.677,,
6468,2021-06-01,12:05:52,23.966,,
6469,2021-06-01,12:15:52,24.158,,
6470,2021-06-01,12:25:52,24.351,,
6471,2021-06-01,12:35:52,24.545,,
6472,2021-06-01,12:45:52,24.835,,
6473,2021-06-01,12:55:52,24.835,,
6474,2021-06-01,13:05:52,24.835,,
6475,2021-06-01,13:15:52,25.125,,
6476,2021-06-01,13:25:52,25.61,,
6477,2021-06-01,13:35:52,25.708,,
6478,2021-06-01,13:45:52,26,,
6479,2021-06-01,13:55:52,25.902,,
6480,2021-06-01,14:05:52,25.805,,
6481,2021-06-01,14:15:52,25.902,,
6482,2021-06-01,14:25:52,26.195,,
6483,2021-06-01,14:35:52,26.585,,
6484,2021-06-01,14:45:52,26.585,,
6485,2021-06-01,14:55:52,26.488,,
6486,2021-06-01,15:05:52,26.292,,
6487,2021-06-01,15:15:52,26.39,,
6488,2021-06-01,15:25:52,26.585,,
6489,2021-06-01,15:35:52,26.683,,
6490,2021-06-01,15:45:52,26.977,,
6491,2021-06-01,15:55:52,27.075,,
6492,2021-06-01,16:05:52,26.781,,
6493,2021-06-01,16:15:52,26.781,,
6494,2021-06-01,16:25:52,26.781,,
6495,2021-06-01,16:35:52,26.781,,
6496,2021-06-01,16:45:52,26.781,,
6497,2021-06-01,16:55:52,26.585,,
6498,2021-06-01,17:05:52,26.488,,
6499,2021-06-01,17:15:52,26.195,,
6500,2021-06-01,17:25:52,25.902,,
6501,2021-06-01,17:35:52,25.902,,
6502,2021-06-01,17:45:52,25.902,,
6503,2021-06-01,17:55:52,25.805,,
6504,2021-06-01,18:05:52,26,,
6505,2021-06-01,18:15:52,25.805,,
6506,2021-06-01,18:25:52,25.416,,
6507,2021-06-01,18:35:52,25.319,,
6508,2021-06-01,18:45:52,25.125,,
6509,2021-06-01,18:55:52,24.738,,
6510,2021-06-01,19:05:52,24.545,,
6511,2021-06-01,19:15:52,24.255,,
6512,2021-06-01,19:25:52,23.869,,
6513,2021-06-01,19:35:52,23.388,,
6514,2021-06-01,19:45:52,22.046,,
6515,2021-06-01,19:55:52,20.71,,
6516,2021-06-01,20:05:52,19.662,,
6517,2021-06-01,20:15:52,18.806,,
6518,2021-06-01,20:25:52,18.045,,
6519,2021-06-01,20:35:52,17.189,,
6520,2021-06-01,20:45:52,16.332,,
6521,2021-06-01,20:55:52,15.473,,
6522,2021-06-01,21:05:52,14.709,,
6523,2021-06-01,21:15:52,13.846,,
6524,2021-06-01,21:25:52,13.076,,
6525,2021-06-01,21:35:52,12.304,,
6526,2021-06-01,21:45:52,11.722,,
6527,2021-06-01,21:55:52,11.139,,
6528,2021-06-01,22:05:52,10.846,,
6529,2021-06-01,22:15:52,10.553,,
6530,2021-06-01,22:25:52,10.357,,
6531,2021-06-01,22:35:52,10.161,,
6532,2021-06-01,22:45:52,9.965,,
6533,2021-06-01,22:55:52,9.669,,
6534,2021-06-01,23:05:52,9.373,,
6535,2021-06-01,23:15:52,8.978,,
6536,2021-06-01,23:25:52,8.68,,
6537,2021-06-01,23:35:52,8.282,,
6538,2021-06-01,23:45:52,7.983,,
6539,2021-06-01,23:55:52,7.682,,
6540,2021-06-02,0:05:52,7.381,,
6541,2021-06-02,0:15:52,7.179,,
6542,2021-06-02,0:25:52,7.079,,
6543,2021-06-02,0:35:52,6.978,,
6544,2021-06-02,0:45:52,6.775,,
6545,2021-06-02,0:55:52,6.573,,
6546,2021-06-02,1:05:52,6.471,,
6547,2021-06-02,1:15:52,6.37,,
6548,2021-06-02,1:25:52,6.268,,
6549,2021-06-02,1:35:52,6.064,,
6550,2021-06-02,1:45:52,5.86,,
6551,2021-06-02,1:55:52,5.757,,
6552,2021-06-02,2:05:52,5.757,,
6553,2021-06-02,2:15:52,5.655,,
6554,2021-06-02,2:25:52,5.655,,
6555,2021-06-02,2:35:52,5.552,,
6556,2021-06-02,2:45:52,5.347,,
6557,2021-06-02,2:55:52,5.141,,
6558,2021-06-02,3:05:52,5.037,,
6559,2021-06-02,3:15:52,4.934,,
6560,2021-06-02,3:25:52,4.934,,
6561,2021-06-02,3:35:52,4.934,,
6562,2021-06-02,3:45:52,4.831,,
6563,2021-06-02,3:55:52,4.727,,
6564,2021-06-02,4:05:52,4.727,,
6565,2021-06-02,4:15:52,4.727,,
6566,2021-06-02,4:25:52,4.727,,
6567,2021-06-02,4:35:52,4.727,,
6568,2021-06-02,4:45:52,4.623,,
6569,2021-06-02,4:55:52,4.727,,
6570,2021-06-02,5:05:52,4.727,,
6571,2021-06-02,5:15:52,4.934,,
6572,2021-06-02,5:25:52,4.831,,
6573,2021-06-02,5:35:52,4.623,,
6574,2021-06-02,5:45:52,4.415,,
6575,2021-06-02,5:55:52,4.934,,
6576,2021-06-02,6:05:52,6.166,,
6577,2021-06-02,6:15:52,7.381,,
6578,2021-06-02,6:25:52,8.382,,
6579,2021-06-02,6:35:52,9.571,,
6580,2021-06-02,6:45:52,11.041,,
6581,2021-06-02,6:55:52,12.497,,
6582,2021-06-02,7:05:52,13.942,,
6583,2021-06-02,7:15:52,15.187,,
6584,2021-06-02,7:25:52,16.141,,
6585,2021-06-02,7:35:52,16.903,,
6586,2021-06-02,7:45:52,17.665,,
6587,2021-06-02,7:55:52,18.14,,
6588,2021-06-02,8:05:52,18.521,,
6589,2021-06-02,8:15:52,19.377,,
6590,2021-06-02,8:25:52,20.424,,
6591,2021-06-02,8:35:52,21.473,,
6592,2021-06-02,8:45:52,22.429,,
6593,2021-06-02,8:55:52,22.908,,
6594,2021-06-02,9:05:52,23.292,,
6595,2021-06-02,9:15:52,23.677,,
6596,2021-06-02,9:25:52,24.062,,
6597,2021-06-02,9:35:52,24.351,,
6598,2021-06-02,9:45:52,24.738,,
6599,2021-06-02,9:55:52,25.125,,
6600,2021-06-02,10:05:52,25.513,,
6601,2021-06-02,10:15:52,26.097,,
6602,2021-06-02,10:25:52,26.977,,
6603,2021-06-02,10:35:52,27.272,,
6604,2021-06-02,10:45:52,27.468,,
6605,2021-06-02,10:55:52,27.665,,
6606,2021-06-02,11:05:52,27.567,,
6607,2021-06-02,11:15:52,27.764,,
6608,2021-06-02,11:25:52,28.258,,
6609,2021-06-02,11:35:52,28.456,,
6610,2021-06-02,11:45:52,29.053,,
6611,2021-06-02,11:55:52,28.953,,
6612,2021-06-02,12:05:52,28.853,,
6613,2021-06-02,12:15:52,29.352,,
6614,2021-06-02,12:25:52,29.552,,
6615,2021-06-02,12:35:52,30.154,,
6616,2021-06-02,12:45:52,30.154,,
6617,2021-06-02,12:55:52,29.953,,
